UNIQUD,NAME,Fold change (Stage1 DAM to Stage2 DAM),Z-value (Mann Whitney), -log10(p-value) Mann Whitney
1810007I06Rik,1810007I06Rik,0,,
1810008A18Rik,1810008A18Rik,-0.0183,-3.0973,2.7093
1810008B01Rik,1810008B01Rik,0,,
1810009A15Rik,1810009A15Rik,0.043,-2.0312,1.3743
1810009J06Rik,1810009J06Rik,0,,
1810009N23Rik,1810009N23Rik,0,,
1810010H24Rik,1810010H24Rik,0,,
1810010K12Rik,1810010K12Rik,0,,
1810011H11Rik,1810011H11Rik,0.0053,-1.2439,0.6705
1810011O10Rik,1810011O10Rik,-0.022,-3.1089,2.7263
1810012K08Rik,1810012K08Rik,0,,
1810012P15Rik,1810012P15Rik,0.0066,0.3328,0.1312
1810013D10Rik,1810013D10Rik,-0.0741,-4.0919,4.3687
1810013D15Rik,1810013D15Rik,0,,
1810013L24Rik,1810013L24Rik,-0.0206,-2.2464,1.6077
1810014B01Rik,1810014B01Rik,0,,
1810014F10Rik,1810014F10Rik,0.0132,-0.7301,0.3322
1810019D21Rik,1810019D21Rik,0,,
1810019J16Rik,1810019J16Rik,0,,
1810019N24Rik,1810019N24Rik,0,,
1810020D17Rik,1810020D17Rik,0.0308,0.1711,0.0634
1810020O05Rik,1810020O05Rik,0,,
1810021B22Rik,1810021B22Rik,-0.0167,-1.3147,0.7244
1810022K09Rik,1810022K09Rik,0.0017,-1.834,1.1762
1810024B03Rik,1810024B03Rik,0.0063,-1.8012,1.1447
1810026J23Rik,1810026J23Rik,-0.0208,-1.7954,1.1391
1810027O10Rik,1810027O10Rik,0.0655,-3.8009,3.8411
1810029B16Rik,1810029B16Rik,-0.0018,-0.0264,0.0092
1810030J14Rik,1810030J14Rik,0,,
1810030N24Rik,1810030N24Rik,0.0346,-0.5711,0.2457
1810030O07Rik,1810030O07Rik,0.0344,-1.0543,0.535
1810031K17Rik,1810031K17Rik,-0.0343,-4.2438,4.658
1810032O08Rik,1810032O08Rik,0.0012,-1.0424,0.5269
1810033B17Rik,1810033B17Rik,-0.0026,-1.431,0.8169
1810034E14Rik,1810034E14Rik,0.0008,0.6927,0.3111
1810035I16Rik,1810035I16Rik,0,,
1810035L17Rik,1810035L17Rik,0.0025,-2.9645,2.5183
1810037I17Rik,1810037I17Rik,0.0065,-3.6338,3.5539
1810041L15Rik,1810041L15Rik,-0.0043,-1.431,0.8169
1810043G02Rik,1810043G02Rik,0.0092,-1.994,1.3358
1810043H04Rik,1810043H04Rik,0.0318,-0.6224,0.2727
1810046J19Rik,1810046J19Rik,0.0319,-3.2536,2.9433
1810046K07Rik,1810046K07Rik,0,,
1810048J11Rik,1810048J11Rik,0.0312,0.6108,0.2665
1810049H13Rik,1810049H13Rik,-0.0011,-1.2942,0.7086
1810055G02Rik,1810055G02Rik,0.0079,0.9835,0.4876
1810058I24Rik,1810058I24Rik,-0.068,-4.3387,4.8437
1810058N05Rik,1810058N05Rik,0,,
1810059C17Rik,1810059C17Rik,0,,
1810059H22Rik,1810059H22Rik,0,,
1810062G17Rik,1810062G17Rik,0,,
1810062O18Rik,1810062O18Rik,-0.0196,-1.431,0.8169
1810063B05Rik,1810063B05Rik,-0.0532,-4.6204,5.4167
1810063B07Rik,1810063B07Rik,-0.0851,-4.5195,5.2077
1810063I02Rik,1810063I02Rik,0,,
1810064F22Rik,1810064F22Rik,0,,
1810065E05Rik,1810065E05Rik,0,,
1810074P20Rik,1810074P20Rik,-0.0024,-1.6959,1.0462
2010001A14Rik,2010001A14Rik,0.0062,-0.0168,0.0059
2010001E11Rik,2010001E11Rik,0,,
2010001K21Rik,2010001K21Rik,0,,
2010001M06Rik,2010001M06Rik,-0.0103,-2.4881,1.8914
2010001M09Rik,2010001M09Rik,0.0096,0.6927,0.3111
2010002M12Rik,2010002M12Rik,0,,
2010002N04Rik,2010002N04Rik,-0.0769,-3.9945,4.1883
2010003K11Rik,2010003K11Rik,0,,
2010003O02Rik,2010003O02Rik,-0.0068,-3.3942,3.1622
2010005H15Rik,2010005H15Rik,0,,
2010007H06Rik,2010007H06Rik,0,,
2010007H12Rik,2010007H12Rik,-0.0099,-2.2607,1.6238
2010011I20Rik,2010011I20Rik,-0.001,-1.78,1.1245
2010012O05Rik,2010012O05Rik,-0.0249,-2.4346,1.8265
2010012P19Rik,2010012P19Rik,-0.0026,-1.431,0.8169
2010013B24Rik,2010013B24Rik,0.0112,-0.5167,0.218
2010015L04Rik,2010015L04Rik,0.0022,-1.2942,0.7086
2010015M23Rik,2010015M23Rik,-0.0162,-1.431,0.8169
2010016I18Rik,2010016I18Rik,0,,
2010106E10Rik,2010106E10Rik,0,,
2010106G01Rik,2010106G01Rik,-0.0089,-3.8923,4.0031
2010107E04Rik,2010107E04Rik,0.2685,-2.1413,1.4915
2010107G12Rik,2010107G12Rik,-0.0034,-1.431,0.8169
2010107G23Rik,2010107G23Rik,0,,
2010107H07Rik,2010107H07Rik,0.0134,-1.7596,1.1053
2010109A12Rik,2010109A12Rik,-0.0034,-1.431,0.8169
2010109I03Rik,2010109I03Rik,0,,
2010109K11Rik,2010109K11Rik,-0.011,-0.7678,0.354
2010110K18Rik,2010110K18Rik,0,,
2010110P09Rik,2010110P09Rik,0,,
2010111I01Rik,2010111I01Rik,-0.0025,-2.6476,2.0912
2010204K13Rik,2010204K13Rik,0.0339,0.6089,0.2655
2010300C02Rik,2010300C02Rik,0,,
2010300F17Rik,2010300F17Rik,0,,
2010305A19Rik,2010305A19Rik,0.011,-1.2942,0.7086
2010317E24Rik,2010317E24Rik,0,,
2010320O07Rik,2010320O07Rik,0,,
2010321M09Rik,2010321M09Rik,-0.012,-1.9866,1.3282
2200002D01Rik,2200002D01Rik,0,,
2200002J24Rik,2200002J24Rik,0,,
2200002K05Rik,2200002K05Rik,0,,
2210008F06Rik,2210008F06Rik,0,,
2210009G21Rik,2210009G21Rik,-0.0339,-2.8765,2.3957
2210010C04Rik,2210010C04Rik,0,,
2210010C17Rik,2210010C17Rik,0,,
2210011C24Rik,2210011C24Rik,0,,
2210012G02Rik,2210012G02Rik,-0.0456,-2.9726,2.5297
2210013O21Rik,2210013O21Rik,0.027,-1.0657,0.5428
2210015D19Rik,2210015D19Rik,0.0259,-1.3439,0.7472
2210016F16Rik,2210016F16Rik,-0.0274,-3.4007,3.1725
2210016L21Rik,2210016L21Rik,-0.0059,-2.3175,1.6888
2210018M11Rik,2210018M11Rik,-0.0227,-1.7832,1.1276
2210019I11Rik,2210019I11Rik,0,,
2210020M01Rik,2210020M01Rik,0,,
2210021J22Rik,2210021J22Rik,0.0328,-0.7143,0.3232
2210403K04Rik,2210403K04Rik,0.0006,-1.7679,1.1131
2210404J11Rik,2210404J11Rik,-0.0014,-0.7342,0.3346
2210404O07Rik,2210404O07Rik,0.001,-1.2998,0.7129
2210404O09Rik,2210404O09Rik,0,,
2210406O10Rik,2210406O10Rik,0,,
2210407C18Rik,2210407C18Rik,0,,
2210408F21Rik,2210408F21Rik,-0.0195,-2.5077,1.9153
2210408I21Rik,2210408I21Rik,0,,
2210409E12Rik,2210409E12Rik,0,,
2210411K11Rik,2210411K11Rik,0.0133,1.2069,0.6431
2210411M09Rik,2210411M09Rik,0,,
2210414B05Rik,2210414B05Rik,0,,
2210415F13Rik,2210415F13Rik,0,,
2210416O15Rik,2210416O15Rik,0,,
2210417A02Rik,2210417A02Rik,0,,
2210417K05Rik,2210417K05Rik,0,,
2210418O10Rik,2210418O10Rik,-0.0026,-1.431,0.8169
2300002M23Rik,2300002M23Rik,0,,
2300003K06Rik,2300003K06Rik,0,,
2300005B03Rik,2300005B03Rik,0,,
2300009A05Rik,2300009A05Rik,-0.0112,-1.1628,0.611
2310001A20Rik,2310001A20Rik,-0.0615,-2.5934,2.0221
2310001H17Rik,2310001H17Rik,-0.0034,-1.431,0.8169
2310001H18Rik,2310001H18Rik,0,,
2310001K24Rik,2310001K24Rik,0,,
2310002F09Rik,2310002F09Rik,0,,
2310002J15Rik,2310002J15Rik,0,,
2310002L09Rik,2310002L09Rik,0,,
2310002L13Rik,2310002L13Rik,0,,
2310003C23Rik,2310003C23Rik,-0.0171,-3.3403,3.0773
2310003F16Rik,2310003F16Rik,0.0922,-0.7064,0.3188
2310003H01Rik,2310003H01Rik,0.0019,-2.808,2.3024
2310003L06Rik,2310003L06Rik,0,,
2310003L22Rik,2310003L22Rik,-0.0064,-2.1856,1.5399
2310004I24Rik,2310004I24Rik,0.0134,-1.3719,0.7693
2310004N24Rik,2310004N24Rik,0.0609,-2.693,2.1499
2310005A03Rik,2310005A03Rik,0,,
2310005G13Rik,2310005G13Rik,0,,
2310006M14Rik,2310006M14Rik,0,,
2310007B03Rik,2310007B03Rik,0,,
2310007L24Rik,2310007L24Rik,0,,
2310008H04Rik,2310008H04Rik,-0.0081,-1.8406,1.1825
2310008H09Rik,2310008H09Rik,-0.0387,-3.9988,4.196
2310009B15Rik,2310009B15Rik,0.0412,-0.0098,0.0034
2310010G23Rik,2310010G23Rik,0,,
2310010J17Rik,2310010J17Rik,-0.0194,-2.5167,1.9264
2310010M20Rik,2310010M20Rik,0,,
2310011J03Rik,2310011J03Rik,0.0273,0.5606,0.2403
2310014F06Rik,2310014F06Rik,0,,
2310014H01Rik,2310014H01Rik,0.1963,-0.424,0.1729
2310014L17Rik,2310014L17Rik,0,,
2310015A10Rik,2310015A10Rik,0.0019,-0.7301,0.3322
2310015B20Rik,2310015B20Rik,0,,
2310016C08Rik,2310016C08Rik,-0.0138,-2.5632,1.9841
2310016D23Rik,2310016D23Rik,0,,
2310016G11Rik,2310016G11Rik,0,,
2310016M24Rik,2310016M24Rik,0.0214,-1.7412,1.0881
2310021P13Rik,2310021P13Rik,-0.0052,-2.2825,1.6486
2310022A10Rik,2310022A10Rik,-0.0171,-2.5647,1.986
2310022B05Rik,2310022B05Rik,-0.0768,-5.2297,6.7701
2310026I22Rik,2310026I22Rik,0,,
2310026L22Rik,2310026L22Rik,0,,
2310028H24Rik,2310028H24Rik,-0.0023,-3.3538,3.0985
2310028O11Rik,2310028O11Rik,0.0625,-2.5044,1.9113
2310030G06Rik,2310030G06Rik,0,,
2310030N02Rik,2310030N02Rik,-0.0154,-2.4881,1.8914
2310031A07Rik,2310031A07Rik,0,,
2310033E01Rik,2310033E01Rik,0,,
2310033P09Rik,2310033P09Rik,0.0157,-1.6097,0.9688
2310034C09Rik,2310034C09Rik,0,,
2310035C23Rik,2310035C23Rik,-0.0328,-2.9052,2.4354
2310035K24Rik,2310035K24Rik,-0.0382,-3.3939,3.1617
2310036O22Rik,2310036O22Rik,0.0154,-2.8409,2.347
2310037I24Rik,2310037I24Rik,-0.0369,-2.6595,2.1065
2310039H08Rik,2310039H08Rik,-0.018,-3.1031,2.7179
2310040G07Rik,2310040G07Rik,-0.0026,-1.431,0.8169
2310042D19Rik,2310042D19Rik,0,,
2310042E22Rik,2310042E22Rik,0,,
2310043D23Rik,2310043D23Rik,0,,
2310043J07Rik,2310043J07Rik,0,,
2310043M15Rik,2310043M15Rik,0,,
2310044G17Rik,2310044G17Rik,-0.0179,-2.4881,1.8914
2310044H10Rik,2310044H10Rik,0.0355,-4.2896,4.7472
2310044K18Rik,2310044K18Rik,0,,
2310045N01Rik,2310045N01Rik,-0.0407,-3.5811,3.4658
2310046A06Rik,2310046A06Rik,0,,
2310046K01Rik,2310046K01Rik,0,,
2310046O06Rik,2310046O06Rik,-0.0021,-2.2463,1.6076
2310047B19Rik,2310047B19Rik,-0.006,-1.8095,1.1526
2310047M10Rik,2310047M10Rik,0.0017,-1.6969,1.0472
2310050B05Rik,2310050B05Rik,0,,
2310050C09Rik,2310050C09Rik,0,,
2310057J18Rik,2310057J18Rik,0,,
2310057M21Rik,2310057M21Rik,0.0071,0.3245,0.1275
2310057N15Rik,2310057N15Rik,0,,
2310058D17Rik,2310058D17Rik,0,,
2310061C15Rik,2310061C15Rik,0.0304,-1.0439,0.5279
2310061I04Rik,2310061I04Rik,0.0388,-1.8953,1.2362
2310061N02Rik,2310061N02Rik,0,,
2310065F04Rik,2310065F04Rik,0,,
2310067B10Rik,2310067B10Rik,-0.0014,-0.3482,0.1381
2310069G16Rik,2310069G16Rik,0,,
2310075C17Rik,2310075C17Rik,0,,
2310079F23Rik,2310079F23Rik,-0.0082,-1.7747,1.1195
2310079G19Rik,2310079G19Rik,0,,
2310081O03Rik,2310081O03Rik,0,,
2400001E08Rik,2400001E08Rik,0.0821,-2.6764,2.1283
2400003C14Rik,2400003C14Rik,-0.0447,-3.5298,3.3811
2400009B08Rik,2400009B08Rik,0,,
2410001C21Rik,2410001C21Rik,0.1196,-1.4387,0.8232
2410002F23Rik,2410002F23Rik,0.0074,-1.5281,0.8979
2410002I01Rik,2410002I01Rik,0.0026,-1.2501,0.6751
2410002O22Rik,2410002O22Rik,-0.0624,-3.1703,2.8173
2410003K15Rik,2410003K15Rik,-0.0678,-4.0348,4.2624
2410003L11Rik,2410003L11Rik,0,,
2410004A20Rik,2410004A20Rik,0,,
2410004B18Rik,2410004B18Rik,-0.0134,-3.321,3.0472
2410004I01Rik,2410004I01Rik,0,,
2410004N09Rik,2410004N09Rik,0.0728,-0.664,0.2953
2410004P03Rik,2410004P03Rik,0,,
2410006H16Rik,2410006H16Rik,0.0353,-1.9151,1.2559
2410012M07Rik,2410012M07Rik,0,,
2410015M20Rik,2410015M20Rik,0.0018,-3.1611,2.8037
2410016O06Rik,2410016O06Rik,-0.0213,-2.6579,2.1044
2410017I17Rik,2410017I17Rik,0,,
2410017P09Rik,2410017P09Rik,0.0015,-1.9097,1.2505
2410018L13Rik,2410018L13Rik,-0.0043,-1.431,0.8169
2410018M08Rik,2410018M08Rik,0.0031,-1.7798,1.1244
2410019O14Rik,2410019O14Rik,-0.0009,-1.431,0.8169
2410022L05Rik,2410022L05Rik,0.0039,-1.0321,0.5199
2410024N13Rik,2410024N13Rik,0,,
2410042D21Rik,2410042D21Rik,0.004,-0.7301,0.3322
2410057H14Rik,2410057H14Rik,0,,
2410066E13Rik,2410066E13Rik,-0.0054,-1.2501,0.6751
2410075B13Rik,2410075B13Rik,-0.0005,-0.5167,0.218
2410076I21Rik,2410076I21Rik,0,,
2410080I02Rik,2410080I02Rik,0,,
2410089E03Rik,2410089E03Rik,-0.011,-2.1779,1.5314
2410091C18Rik,2410091C18Rik,-0.0164,-2.0732,1.4184
2410114N07Rik,2410114N07Rik,0,,
2410124H12Rik,2410124H12Rik,0,,
2410127L17Rik,2410127L17Rik,-0.0031,-0.5226,0.2209
2410131K14Rik,2410131K14Rik,-0.0244,-2.8941,2.4199
2410133F24Rik,2410133F24Rik,0,,
2410137F16Rik,2410137F16Rik,0,,
2410137M14Rik,2410137M14Rik,0,,
2410141K09Rik,2410141K09Rik,0,,
2410152P15Rik,2410152P15Rik,0,,
2500002B13Rik,2500002B13Rik,0,,
2500003M10Rik,2500003M10Rik,0.0332,-1.8799,1.2209
2500004C02Rik,2500004C02Rik,0.0091,0.9835,0.4876
2510002D24Rik,2510002D24Rik,-0.0016,-1.8353,1.1774
2510003D18Rik,2510003D18Rik,-0.0009,-1.431,0.8169
2510003E04Rik,2510003E04Rik,0.0687,-0.6762,0.302
2510006D16Rik,2510006D16Rik,-0.0562,-4.9333,6.0923
2510009E07Rik,2510009E07Rik,-0.0259,-2.506,1.9133
2510012J08Rik,2510012J08Rik,-0.023,-3.8176,3.8705
2510039O18Rik,2510039O18Rik,0.0155,-1.8191,1.1618
2510046G10Rik,2510046G10Rik,0.0025,0.6927,0.3111
2510049J12Rik,2510049J12Rik,0,,
2600006K01Rik,2600006K01Rik,-0.0051,-2.0286,1.3716
2610001J05Rik,2610001J05Rik,0.0362,-1.3498,0.7518
2610002D18Rik,2610002D18Rik,0.0091,0.6927,0.3111
2610002I17Rik,2610002I17Rik,0.0089,-0.8967,0.432
2610002J02Rik,2610002J02Rik,0.0654,-1.9318,1.2726
2610002M06Rik,2610002M06Rik,0.0102,0.6089,0.2655
2610005L07Rik,2610005L07Rik,-0.0256,-3.2114,2.8791
2610008E11Rik,2610008E11Rik,-0.0129,-1.311,0.7215
2610015P09Rik,2610015P09Rik,0.0042,0.2365,0.0899
2610017I09Rik,2610017I09Rik,0,,
2610018G03Rik,2610018G03Rik,-0.0133,-2.2625,1.6259
2610019F03Rik,2610019F03Rik,0,,
2610020C07Rik,2610020C07Rik,0,,
2610020F03Rik,2610020F03Rik,0,,
2610020H08Rik,2610020H08Rik,-0.0014,-1.8012,1.1447
2610021A01Rik,2610021A01Rik,-0.023,-2.4881,1.8914
2610021K21Rik,2610021K21Rik,0,,
2610024D14Rik,2610024D14Rik,0,,
2610024G14Rik,2610024G14Rik,0.0004,-1.8965,1.2374
2610027K06Rik,2610027K06Rik,0,,
2610027L16Rik,2610027L16Rik,-0.0287,-2.516,1.9255
2610028E06Rik,2610028E06Rik,0,,
2610028H24Rik,2610028H24Rik,0,,
2610029G23Rik,2610029G23Rik,0.0249,-2.2831,1.6493
2610029I01Rik,2610029I01Rik,-0.0167,-0.3538,0.1406
2610034B18Rik,2610034B18Rik,-0.0009,-1.431,0.8169
2610034M16Rik,2610034M16Rik,0,,
2610035D17Rik,2610035D17Rik,-0.0056,-0.5226,0.2209
2610035F20Rik,2610035F20Rik,0,,
2610036A22Rik,2610036A22Rik,-0.0061,-2.1353,1.485
2610037D02Rik,2610037D02Rik,0,,
2610039C10Rik,2610039C10Rik,0.0285,-0.0153,0.0053
2610042L04Rik,2610042L04Rik,0,,
2610044O15Rik,2610044O15Rik,0,,
2610101N10Rik,2610101N10Rik,-0.0217,-2.2258,1.5845
2610109H07Rik,2610109H07Rik,0,,
2610203C20Rik,2610203C20Rik,0,,
2610203C22Rik,2610203C22Rik,0.0238,-1.3517,0.7533
2610204G07Rik,2610204G07Rik,0,,
2610204G22Rik,2610204G22Rik,0.0017,0.6927,0.3111
2610206C17Rik,2610206C17Rik,0,,
2610301B20Rik,2610301B20Rik,-0.0642,-3.9034,4.023
2610301G19Rik,2610301G19Rik,0,,
2610303G11Rik,2610303G11Rik,0,,
2610305D13Rik,2610305D13Rik,0,,
2610307P16Rik,2610307P16Rik,0,,
2610316D01Rik,2610316D01Rik,0,,
2610318N02Rik,2610318N02Rik,0,,
2610507B11Rik,2610507B11Rik,0.0169,-2.6328,2.0722
2610507I01Rik,2610507I01Rik,-0.0043,-1.7713,1.1163
2610524H06Rik,2610524H06Rik,-0.0133,-2.6561,2.1022
2610528B01Rik,2610528B01Rik,0,,
2610528E23Rik,2610528E23Rik,0.0029,-0.5167,0.218
2610528J11Rik,2610528J11Rik,0,,
2700007P21Rik,2700007P21Rik,0.0136,-1.6157,0.9741
2700012I20Rik,2700012I20Rik,-0.006,-1.431,0.8169
2700016F22Rik,2700016F22Rik,0,,
2700023E23Rik,2700023E23Rik,-0.006,-2.4881,1.8914
2700029M09Rik,2700029M09Rik,-0.0643,-4.7508,5.6933
2700033N17Rik,2700033N17Rik,0,,
2700038G22Rik,2700038G22Rik,-0.0009,-1.431,0.8169
2700046A07Rik,2700046A07Rik,0,,
2700046G09Rik,2700046G09Rik,-0.0171,-1.431,0.8169
2700049A03Rik,2700049A03Rik,0.0143,-0.3371,0.1331
2700050L05Rik,2700050L05Rik,-0.024,-1.8102,1.1532
2700060E02Rik,2700060E02Rik,0.1114,-2.8903,2.4147
2700062C07Rik,2700062C07Rik,0.0259,-0.6511,0.2882
2700068H02Rik,2700068H02Rik,0,,
2700069I18Rik,2700069I18Rik,0,,
2700073G19Rik,2700073G19Rik,-0.0002,-1.2942,0.7086
2700078E11Rik,2700078E11Rik,-0.0463,-2.9077,2.4388
2700081L22Rik,2700081L22Rik,0,,
2700081O15Rik,2700081O15Rik,-0.0069,-2.2625,1.6259
2700086A05Rik,2700086A05Rik,0,,
2700089E24Rik,2700089E24Rik,-0.0156,-2.8146,2.3112
2700094K13Rik,2700094K13Rik,0.0415,-0.7519,0.3448
2700097O09Rik,2700097O09Rik,0.0025,-1.4561,0.8375
2810001G20Rik,2810001G20Rik,0.0071,0.9835,0.4876
2810002D19Rik,2810002D19Rik,-0.0095,-1.2573,0.6806
2810002N01Rik,2810002N01Rik,-0.012,-3.1721,2.8201
2810004N23Rik,2810004N23Rik,0.0429,-2.1565,1.508
2810006K23Rik,2810006K23Rik,0.0187,-1.1432,0.597
2810007J24Rik,2810007J24Rik,0,,
2810008D09Rik,2810008D09Rik,-0.0099,-1.2549,0.6788
2810008M24Rik,2810008M24Rik,0.0196,-2.3681,1.7477
2810011L19Rik,2810011L19Rik,0,,
2810021B07Rik,2810021B07Rik,0.0274,-0.2731,0.1053
2810021J22Rik,2810021J22Rik,0.0244,1.2069,0.6431
2810025M15Rik,2810025M15Rik,0.0096,-2.0774,1.423
2810029C07Rik,2810029C07Rik,-0.006,-1.431,0.8169
2810030E01Rik,2810030E01Rik,0,,
2810032G03Rik,2810032G03Rik,0,,
2810046L04Rik,2810046L04Rik,-0.0245,-2.5222,1.9332
2810055F11Rik,2810055F11Rik,-0.0128,-2.4881,1.8914
2810055G20Rik,2810055G20Rik,0.0039,-0.7342,0.3346
2810403A07Rik,2810403A07Rik,-0.0021,-2.2115,1.5686
2810403D21Rik,2810403D21Rik,-0.0111,-2.0286,1.3716
2810404F17Rik,2810404F17Rik,0,,
2810405K02Rik,2810405K02Rik,0.0207,-1.6729,1.0253
2810407A14Rik,2810407A14Rik,0,,
2810407C02Rik,2810407C02Rik,0.1548,-1.0791,0.552
2810408A11Rik,2810408A11Rik,-0.0034,-1.431,0.8169
2810408I11Rik,2810408I11Rik,0,,
2810408M09Rik,2810408M09Rik,-0.0155,-1.7747,1.1195
2810410L24Rik,2810410L24Rik,0,,
2810417H13Rik,2810417H13Rik,0.021,0.6126,0.2675
2810422J05Rik,2810422J05Rik,0.217,0.069,0.0246
2810422O20Rik,2810422O20Rik,0.007,-0.5167,0.218
2810425M01Rik,2810425M01Rik,0,,
2810428I15Rik,2810428I15Rik,0.0748,0.1294,0.0472
2810429I04Rik,2810429I04Rik,0,,
2810430I11Rik,2810430I11Rik,0,,
2810432D09Rik,2810432D09Rik,-0.048,-3.8468,3.9219
2810432L12Rik,2810432L12Rik,0,,
2810433D01Rik,2810433D01Rik,0,,
2810442I21Rik,2810442I21Rik,0,,
2810442N19Rik,2810442N19Rik,-0.0017,-1.431,0.8169
2810453I06Rik,2810453I06Rik,-0.0125,-3.1464,2.7817
2810455O05Rik,2810455O05Rik,0,,
2810459M11Rik,2810459M11Rik,0,,
2810468N07Rik,2810468N07Rik,-0.0026,-1.431,0.8169
2810471M01Rik,2810471M01Rik,0,,
2810474O19Rik,2810474O19Rik,0.0081,-1.0188,0.511
2810488G03Rik,2810488G03Rik,-0.0026,-1.431,0.8169
2900002K06Rik,2900002K06Rik,0,,
2900005J15Rik,2900005J15Rik,0,,
2900006K08Rik,2900006K08Rik,0,,
2900008C10Rik,2900008C10Rik,0.0104,-1.3735,0.7706
2900010M23Rik,2900010M23Rik,0.07,-3.9017,4.0199
2900011O08Rik,2900011O08Rik,0.0042,0.6927,0.3111
2900026A02Rik,2900026A02Rik,0.0067,-1.6861,1.0373
2900041M22Rik,2900041M22Rik,0,,
2900052L18Rik,2900052L18Rik,0,,
2900053A13Rik,2900053A13Rik,0.1215,-2.383,1.7652
2900053O20Rik,2900053O20Rik,0,,
2900055J20Rik,2900055J20Rik,0,,
2900056M20Rik,2900056M20Rik,0,,
2900060B14Rik,2900060B14Rik,-0.0043,-1.431,0.8169
2900064A13Rik,2900064A13Rik,-0.109,-5.1281,6.5335
2900072N19Rik,2900072N19Rik,0,,
2900073G15Rik,2900073G15Rik,0.1637,-0.3752,0.1503
2900076A07Rik,2900076A07Rik,-0.023,-2.0286,1.3716
2900079G21Rik,2900079G21Rik,0,,
2900089D17Rik,2900089D17Rik,-0.0185,-2.6476,2.0912
2900092C05Rik,2900092C05Rik,0,,
2900092E17Rik,2900092E17Rik,-0.0419,-3.3746,3.1311
2900093L17Rik,2900093L17Rik,0,,
2900097C17Rik,2900097C17Rik,0,,
3000002C10Rik,3000002C10Rik,-0.0069,-2.4881,1.8914
3010001F23Rik,3010001F23Rik,0,,
3010003L10Rik,3010003L10Rik,0,,
3010003L21Rik,3010003L21Rik,0.0021,0.6927,0.3111
3010026O09Rik,3010026O09Rik,0.0269,1.2069,0.6431
3010027C24Rik,3010027C24Rik,0,,
3100002H09Rik,3100002H09Rik,-0.0086,-2.4881,1.8914
3100003L05Rik,3100003L05Rik,0,,
3110001D03Rik,3110001D03Rik,0.0064,-1.2979,0.7115
3110001I22Rik,3110001I22Rik,0.0004,-0.0192,0.0067
3110002H16Rik,3110002H16Rik,-0.0027,-2.5127,1.9216
3110003A17Rik,3110003A17Rik,-0.0341,-3.8819,3.9845
3110004A20Rik,3110004A20Rik,0,,
3110007F17Rik,3110007F17Rik,0,,
3110009E18Rik,3110009E18Rik,-0.0044,-0.5226,0.2209
3110018I06Rik,3110018I06Rik,0,,
3110021A11Rik,3110021A11Rik,-0.0069,-1.431,0.8169
3110035E14Rik,3110035E14Rik,0,,
3110039M20Rik,3110039M20Rik,0,,
3110040N11Rik,3110040N11Rik,0.0015,-1.2501,0.6751
3110043A19Rik,3110043A19Rik,0,,
3110043O21Rik,3110043O21Rik,-0.0134,-2.9397,2.4835
3110045C21Rik,3110045C21Rik,0,,
3110047P20Rik,3110047P20Rik,0,,
3110052M02Rik,3110052M02Rik,0.0029,0.6927,0.3111
3110053B16Rik,3110053B16Rik,0,,
3110056K07Rik,3110056K07Rik,-0.0026,-1.431,0.8169
3110056O03Rik,3110056O03Rik,-0.0369,-3.1552,2.7948
3110057O12Rik,3110057O12Rik,-0.0049,-2.2551,1.6175
3110062M04Rik,3110062M04Rik,-0.0247,-3.2197,2.8916
3110067C02Rik,3110067C02Rik,0,,
3110070M22Rik,3110070M22Rik,-0.0043,-1.431,0.8169
3110079O15Rik,3110079O15Rik,0,,
3110082D06Rik,3110082D06Rik,0,,
3110082I17Rik,3110082I17Rik,-0.0236,-3.3635,3.1137
3110082J24Rik,3110082J24Rik,0,,
3110083C13Rik,3110083C13Rik,0,,
3110099E03Rik,3110099E03Rik,0,,
3200002M19Rik,3200002M19Rik,-0.0148,-2.1851,1.5393
3222401L13Rik,3222401L13Rik,0.0036,-0.0192,0.0067
3230401D17Rik,3230401D17Rik,0.0025,-2.1808,1.5347
3300002A11Rik,3300002A11Rik,0,,
3300002I08Rik,3300002I08Rik,-0.0009,-1.431,0.8169
3425401B19Rik,3425401B19Rik,0,,
3632451O06Rik,3632451O06Rik,0,,
3632454L22Rik,3632454L22Rik,0,,
3830403N18Rik,3830403N18Rik,-0.0319,-2.8465,2.3545
3830406C13Rik,3830406C13Rik,0.031,-0.3872,0.1558
3830408C21Rik,3830408C21Rik,0,,
3830417A13Rik,3830417A13Rik,0,,
3830431G21Rik,3830431G21Rik,0,,
3930402G23Rik,3930402G23Rik,0,,
4430402I18Rik,4430402I18Rik,0.0046,0.9835,0.4876
4631405J19Rik,4631405J19Rik,0,,
4631405K08Rik,4631405K08Rik,0,,
4632404H12Rik,4632404H12Rik,-0.0017,-1.8012,1.1447
4632411B12Rik,4632411B12Rik,-0.0287,-2.8326,2.3356
4632411P08Rik,4632411P08Rik,0,,
4632415K11Rik,4632415K11Rik,0.0008,0.6927,0.3111
4632415L05Rik,4632415L05Rik,-0.0094,-2.0286,1.3716
4632419I22Rik,4632419I22Rik,-0.0098,-1.8416,1.1835
4632427E13Rik,4632427E13Rik,-0.0022,-0.5226,0.2209
4632428C04Rik,4632428C04Rik,-0.0103,-2.0286,1.3716
4632428N05Rik,4632428N05Rik,-0.1444,-3.9652,4.1348
4632433K11Rik,4632433K11Rik,0,,
